Day;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;sum check
Monday;0,014244473;0,091126643;0,121989668;0,116120945;0,101781509;0,065961407;0,063150498;0,066170326;0,093709641;0,094963154;0,07479298;0,058003495;0,029438578;0,008546684;0;1
Tuesdasy;0,007946953;0,079539244;0,105516022;0,093386462;0,081527377;0,05621145;0,061138561;0,070039149;0,103647791;0,108441059;0,100201323;0,080916716;0,040362158;0,011125735;0;1
Wednesday;0,010731385;0,081910737;0,112079687;0,103406527;0,085752022;0,057575257;0,066468549;0,074206153;0,101953662;0,097275879;0,085807055;0,068350669;0,040449067;0,01403335;0;1
Thursday;0,007925617;0,08580415;0,11202338;0,105687784;0,089659479;0,053598308;0,053693415;0,060033909;0,089857942;0,096982234;0,094808682;0,083453012;0,045865483;0,020606605;0;1
Friday;0,00946616;0,062930311;0,089586255;0,086535081;0,073997308;0,047437296;0,044644779;0,054738072;0,082100752;0,110891668;0,117950901;0,098802071;0,073872136;0,035214508;0,0118327;1
Saturday;0,00868874;0,058849094;0,08744027;0,101701894;0,09237587;0,068664897;0,066504638;0,062395375;0,082091831;0,095926987;0,096981506;0,081815286;0,05940702;0,029490056;0,007666535;1
Sunday;0,006632707;0,060556617;0,087936432;0,103775337;0,099503874;0,067680144;0,07362305;0,075413881;0,097766104;0,105605964;0,096890587;0,080746578;0,035909477;0,007959249;0;1
